,Name,Album,Artist,Release_date,Length,Popularity,Acousticness,Danceability,Energy,Instrumentalness,liveness,Loudness,Speechiness,Tempo,Time_signature,Key,Duration_ms,Mode,Speechiness.1,Valence
2432,When We Were Young,25,Adele,2015-11-20,290900,0,0.303,0.377,0.595,0.0,0.095,-5.936,0.0489,144.464,0,11,290900,1,0.0489,0.264
2433,Love Yourself,Purpose (Deluxe),Justin Bieber,2015-11-13,233720,0,0.835,0.609,0.378,0.0,0.28,-9.828,0.438,100.418,0,8,233720,1,0.438,0.515
2434,Love Me Harder,My Everything (Deluxe),Ariana Grande,2014-08-25,236133,1,0.00937,0.472,0.714,0.0,0.0764,-4.389,0.0334,98.992,0,7,236133,0,0.0334,0.24
2435,Love Myself,HAIZ,Hailee Steinfeld,2015-11-13,218773,0,0.0029,0.616,0.765,0.0,0.149,-6.75,0.078,122.916,0,11,218773,0,0.078,0.343
2436,Electric Love,Electric Love,BØRNS,2015-08-19,218173,0,0.00407,0.373,0.858,0.0016,0.256,-6.536,0.0889,120.063,0,7,218173,0,0.0889,0.605
2437,Talking Body,Queen Of The Clouds,Tove Lo,2014-09-24,238426,1,0.0966,0.736,0.761,0.0,0.0823,-5.449,0.0338,119.999,0,8,238427,0,0.0338,0.114
2438,Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),Meghan Trainor,2015-01-09,225053,1,0.4,0.63,0.53,0.0,0.177,-7.259,0.0434,108.038,2,11,225053,1,0.0434,0.417
2439,How Deep Is Your Love,How Deep Is Your Love,Calvin Harris,2015-07-17,212640,1,0.0392,0.738,0.868,0.00169,0.388,-4.373,0.0731,122.003,0,10,212640,0,0.0731,0.336
2440,The Hills,Beauty Behind The Madness,The Weeknd,2015-08-28,242253,1,0.0671,0.585,0.564,0.0,0.135,-7.063,0.0515,113.003,0,11,242253,0,0.0515,0.137
2441,Send My Love (To Your New Lover),25,Adele,2015-11-20,223078,0,0.0356,0.688,0.532,3.08e-06,0.172,-8.361,0.0875,164.068,0,7,223079,0,0.0875,0.565
2442,Worth It (feat. Kid Ink),Reflection (Deluxe),Fifth Harmony,2015-01-30,224573,1,0.063,0.884,0.765,7.04e-06,0.118,-3.865,0.0882,99.987,0,7,224573,1,0.0882,0.594
2443,"Flashlight - From ""Pitch Perfect 2"" Soundtrack","Flashlight (From ""Pitch Perfect 2"" Soundtrack)",Jessie J,2015-04-14,208666,0,0.322,0.458,0.623,5.08e-06,0.11,-7.109,0.0505,147.635,0,11,208666,1,0.0505,0.417
2444,Lips Are Movin,Title (Deluxe),Meghan Trainor,2015-01-09,182666,1,0.0506,0.775,0.825,1.03e-06,0.111,-5.402,0.0464,139.091,0,4,182667,1,0.0464,0.95
2445,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",Listen,David Guetta,2014-11-21,192560,1,0.24,0.596,0.73,0.0,0.325,-4.091,0.151,85.979,0,5,192560,1,0.151,0.525
2446,Cheerleader - Felix Jaehn Remix Radio Edit,Me 4 U,OMI,2015-10-16,180565,1,0.166,0.782,0.685,1.18e-05,0.16,-6.237,0.0309,118.016,0,8,180566,1,0.0309,0.603
2447,Please Don't Go,Please Don't Go,Joel Adams,2015-11-06,210580,1,0.0118,0.513,0.768,1.94e-05,0.294,-4.868,0.0587,84.264,0,8,210580,0,0.0587,0.235
2448,Fight Song,Wildfire,Rachel Platten,2016-01-01,204013,1,0.0549,0.564,0.714,0.0,0.155,-4.987,0.129,175.924,0,4,204013,1,0.129,0.33
2449,Confident,Confident (Deluxe Edition),Demi Lovato,2015-10-16,205745,1,0.00188,0.594,0.749,0.000139,0.0869,-6.251,0.0677,130.064,0,11,205746,1,0.0677,0.344
2450,The Heart Wants What It Wants,The Heart Wants What It Wants,Selena Gomez,2014-01-01,227373,1,0.053,0.616,0.789,0.0,0.142,-4.874,0.0377,83.066,0,4,227373,0,0.0377,0.621
2451,Marvin Gaye (feat. Meghan Trainor),Nine Track Mind,Charlie Puth,2016-01-29,190453,1,0.417,0.795,0.616,0.0,0.349,-5.281,0.06,110.015,0,7,190453,0,0.06,0.815
2452,Daddy Issues,Wiped Out!,The Neighbourhood,2015-10-30,260173,1,0.0678,0.588,0.521,0.149,0.123,-9.461,0.0329,85.012,0,9,260173,1,0.0329,0.337
2453,"Honey, I'm Good","Honey, I'm Good",Andy Grammer,2015-05-31,199666,0,0.0289,0.754,0.799,0.0,0.351,-6.419,0.0553,122.037,0,5,199667,1,0.0553,0.582
2454,My House,My House,Flo Rida,2015-04-07,192190,1,0.0215,0.688,0.702,0.0,0.128,-4.792,0.0499,94.006,0,4,192191,0,0.0499,0.74
2455,Water Under The Bridge,25,Adele,2015-11-20,240439,0,0.0142,0.59,0.833,5.35e-06,0.105,-6.503,0.0615,94.963,0,11,240439,0,0.0615,0.537
2456,679 (feat. Remy Boyz),679 (feat. Remy Boyz),Fetty Wap,2015-06-29,196693,1,0.00256,0.618,0.717,0.0,0.625,-5.738,0.318,190.05,0,4,196693,1,0.318,0.603
2457,Hands To Myself,Revival (Deluxe),Selena Gomez,2015-10-09,200680,1,0.0147,0.811,0.499,2.44e-06,0.342,-7.161,0.118,111.016,0,11,200680,0,0.118,0.466
2458,I Want You To Know,I Want You To Know,Zedd,2015-02-23,238800,0,0.00621,0.561,0.877,8.11e-06,0.28,-2.215,0.0659,130.003,0,5,238800,0,0.0659,0.375
2459,Want to Want Me,Everything Is 4,Jason Derulo,2015-05-29,207719,1,0.00906,0.775,0.68,0.0,0.109,-5.508,0.0629,114.025,0,11,207719,0,0.0629,0.656
2460,All My Friends (feat. Tinashe & Chance the Rapper),All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,2015-10-21,229746,1,0.12,0.681,0.521,8.41e-05,0.108,-5.849,0.141,94.997,0,11,229747,1,0.141,0.181
2461,Here,Four Pink Walls,Alessia Cara,2015-08-28,199453,0,0.0804,0.379,0.799,0.0,0.0793,-4.031,0.163,120.892,0,11,199453,1,0.163,0.359
2462,FourFiveSeconds,FourFiveSeconds,Rihanna,2015-01-24,188238,1,0.875,0.582,0.272,0.0,0.13,-5.662,0.0501,205.846,0,8,188238,1,0.0501,0.354
2463,Kill Em With Kindness,Revival (Deluxe),Selena Gomez,2015-10-09,217906,1,0.00795,0.757,0.884,5.87e-05,0.0973,-5.488,0.0404,120.012,0,9,217907,0,0.0404,0.398
2464,Where Are Ü Now (with Justin Bieber),Skrillex and Diplo present Jack Ü,Jack Ü,2015-02-24,250285,1,0.041,0.432,0.781,4.21e-06,0.0789,-4.038,0.0567,139.432,0,8,250286,0,0.0567,0.197
2465,Hotline Bling,Views,Drake,2016-05-06,267066,1,0.00258,0.891,0.628,0.00019,0.0504,-7.863,0.0551,134.966,0,8,267067,1,0.0551,0.552
2466,Post to Be (feat. Chris Brown & Jhene Aiko),Sex Playlist,Omarion,2014-12-02,226580,1,0.0697,0.733,0.676,0.0,0.208,-5.655,0.0432,97.448,0,9,226581,0,0.0432,0.701
2467,Runaway (U & I),Pharmacy,Galantis,2015-06-05,227073,1,0.00711,0.506,0.805,0.00193,0.0856,-4.119,0.0469,126.008,0,7,227074,1,0.0469,0.383
2468,Can't Feel My Face,Beauty Behind The Madness,The Weeknd,2015-08-28,213520,1,0.113,0.705,0.769,0.0,0.105,-5.526,0.0425,107.949,0,5,213520,0,0.0425,0.583
2469,oui,Late Nights: The Album,Jeremih,2015-12-04,238320,1,0.213,0.418,0.724,0.0,0.112,-3.724,0.0964,78.521,1,11,238320,1,0.0964,0.604
2470,I Don't Mind (feat. Juicy J),I Don't Mind (feat. Juicy J),Usher,2014-11-21,251989,1,0.205,0.87,0.464,0.0,0.0902,-8.337,0.178,112.974,0,8,251989,1,0.178,0.457
2471,Take Me To Church,Hozier,Hozier,2014-07-20,241688,1,0.634,0.566,0.664,0.0,0.116,-5.303,0.0464,128.945,0,8,241688,0,0.0464,0.437
2472,Five More Hours,Five More Hours,Deorro,2015-03-03,211975,1,0.0288,0.699,0.883,0.0,0.817,-3.226,0.219,127.961,0,11,211975,0,0.219,0.499
2473,On My Mind,Delirium (Deluxe),Ellie Goulding,2015-11-06,213445,0,0.264,0.699,0.688,4.11e-06,0.0863,-6.607,0.0522,154.943,0,8,213445,0,0.0522,0.742
2474,Somebody,Somebody,Natalie La Rose,2014-01-06,189906,1,0.000792,0.83,0.52,1.25e-05,0.0656,-8.714,0.0376,104.99,0,11,189907,1,0.0376,0.735
2475,Stressed Out,Blurryface,Twenty One Pilots,2015-05-15,202333,1,0.0462,0.734,0.637,2.29e-05,0.0602,-5.677,0.141,169.977,0,8,202333,0,0.141,0.648
2476,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",My House,Flo Rida,2015-04-07,224258,1,0.0242,0.854,0.766,0.0,0.0793,-4.697,0.141,118.004,0,5,224258,0,0.141,0.784
2477,King,Communion,Years & Years,2015-07-10,215360,0,0.0665,0.559,0.848,0.0,0.382,-4.125,0.0388,119.977,0,8,215360,0,0.0388,0.466
2478,Trap Queen,Fetty Wap (Deluxe),Fetty Wap,2015-09-25,222093,1,0.0244,0.746,0.873,0.0,0.354,-3.803,0.128,148.075,0,4,222093,1,0.128,0.817
2479,Geronimo,Bombs Away,Sheppard,2015-01-12,218227,1,0.456,0.705,0.78,0.00152,0.115,-6.267,0.0805,142.028,0,4,218228,1,0.0805,0.457
2480,Fast Car,Fast Car,Jonas Blue,2015-12-04,212424,1,0.484,0.644,0.57,0.0,0.299,-6.994,0.052,113.945,0,5,212424,1,0.052,0.527
2481,Let It All Go,Let It All Go,Birdy,2015-08-06,280757,1,0.817,0.383,0.43,1.04e-06,0.0869,-8.644,0.0302,107.005,0,9,280757,1,0.0302,0.174
2482,Good For You,Good For You,Selena Gomez,2015-08-07,221560,0,0.154,0.6,0.676,0.0,0.0741,-6.447,0.0652,88.928,0,11,221560,0,0.0652,0.217
2483,Lay Me Down,In The Lonely Hour (Drowning Shadows Edition),Sam Smith,2015-11-06,253208,0,0.759,0.427,0.304,1.14e-05,0.111,-9.661,0.0436,116.977,0,8,253208,1,0.0436,0.153
2484,Light It Up (feat. Nyla & Fuse ODG) - Remix,Peace Is the Mission (Extended Edition),Major Lazer,2015-11-27,166138,0,0.0375,0.746,0.877,0.000833,0.233,-3.782,0.0666,107.985,0,5,166138,0,0.0666,0.751
2485,Centuries,American Beauty/American Psycho,Fall Out Boy,2015-01-20,228360,1,0.00359,0.393,0.858,0.0,0.102,-2.868,0.0729,176.042,0,8,228360,0,0.0729,0.56
2486,Lot to Learn,TMRW,Luke Christopher,2015-09-11,248337,1,0.0948,0.405,0.846,0.0,0.0666,-3.57,0.195,82.232,0,7,248337,1,0.195,0.602
2487,Ayo,Fan of A Fan The Album (Expanded Edition),Chris Brown,2015-02-24,225226,1,0.0399,0.823,0.563,0.0,0.0851,-5.095,0.0443,98.031,0,7,225227,1,0.0443,0.682
2488,Slow Motion,Slow Motion,Trey Songz,2015-01-20,197854,0,0.679,0.733,0.408,3.92e-05,0.11,-7.834,0.0388,94.947,0,4,197854,0,0.0388,0.291
2489,Hello,25,Adele,2015-11-20,295502,0,0.329,0.47,0.431,0.0,0.0854,-6.129,0.0342,157.98,0,11,295502,0,0.0342,0.289
2490,Easy Love,Brighter Days,Sigala,2018-09-28,229813,1,0.175,0.68,0.942,0.0013,0.117,-4.208,0.0631,123.976,0,5,229813,1,0.0631,0.647
2491,All Eyes on You (feat. Chris Brown & Nicki Minaj),Dreams Worth More Than Money,Meek Mill,2015-06-29,223973,1,0.0242,0.589,0.658,0.0,0.118,-5.288,0.203,77.521,0,10,223973,0,0.203,0.251
2492,In The Night,Beauty Behind The Madness,The Weeknd,2015-08-28,235653,0,0.0696,0.48,0.682,0.0,0.0463,-4.94,0.13,167.939,2,4,235653,1,0.13,0.506
2493,7/11,BEYONCÉ [Platinum Edition],Beyoncé,2014-11-24,213506,1,0.0128,0.747,0.705,0.0,0.126,-5.137,0.126,136.024,0,5,213507,0,0.126,0.56
2494,Sugar (feat. Francesco Yates),Sugar,Robin Schulz,2015-09-25,219043,1,0.0185,0.636,0.815,0.0,0.163,-5.098,0.0581,123.063,0,11,219043,0,0.0581,0.636
2495,Watch Me (Whip / Nae Nae),Watch Me (Whip / Nae Nae),Silentó,2015-05-04,185131,0,0.234,0.819,0.768,0.0,0.334,-8.522,0.134,139.982,0,7,185131,1,0.134,0.964
2496,I Don't Fuck With You,Dark Sky Paradise,Big Sean,2015-02-24,284386,1,0.0362,0.824,0.733,0.0,0.325,-5.474,0.0613,97.972,0,7,284387,1,0.0613,0.395
2497,Are You With Me - Radio Edit,Are You With Me,Lost Frequencies,2014-08-25,138842,0,0.466,0.776,0.574,7.83e-05,0.131,-9.882,0.0317,121.03,0,11,138843,0,0.0317,0.412
2498,Don't,T R A P S O U L,Bryson Tiller,2015-10-02,198293,1,0.223,0.765,0.356,0.0,0.0963,-5.556,0.195,96.991,0,10,198293,0,0.195,0.189
2499,Shine,Communion (Deluxe),Years & Years,2015-07-10,255506,1,0.189,0.667,0.716,0.0,0.104,-5.21,0.0349,108.002,0,7,255507,0,0.0349,0.493
2500,Starboy,Starboy,The Weeknd,2016-11-25,230453,0,0.165,0.681,0.594,3.49e-06,0.134,-7.028,0.282,186.054,0,4,230453,1,0.282,0.535
2501,One Dance,Views,Drake,2016-05-06,173986,1,0.00776,0.792,0.625,0.0018,0.329,-5.609,0.0536,103.967,0,7,173987,1,0.0536,0.37
2502,Love Yourself,Purpose (Deluxe),Justin Bieber,2015-11-13,233720,0,0.835,0.609,0.378,0.0,0.28,-9.828,0.438,100.418,0,8,233720,1,0.438,0.515
2503,Closer,Closer,The Chainsmokers,2016-07-29,244960,1,0.414,0.748,0.524,0.0,0.111,-5.599,0.0338,95.01,0,7,244960,1,0.0338,0.661
2504,Hello,Hello,Adele,2015-10-23,295502,0,0.329,0.471,0.431,0.0,0.0854,-6.129,0.0342,157.98,0,11,295502,0,0.0342,0.289
2505,Panda,New English,Desiigner,2016-06-26,246761,1,0.028,0.576,0.766,1.68e-06,0.366,-4.943,0.449,144.833,0,9,246761,0,0.449,0.236
2506,Hurts So Good,Hurts So Good,Astrid S,2016-05-06,208728,0,0.082,0.672,0.589,0.0,0.0962,-5.008,0.049,120.036,0,4,208729,0,0.049,0.379
2507,Cheap Thrills (feat. Sean Paul),Cheap Thrills (feat. Sean Paul),Sia,2016-02-11,224813,1,0.0561,0.592,0.8,2.01e-06,0.0775,-4.931,0.215,89.972,0,7,224813,0,0.215,0.728
2508,I Know What You Did Last Summer,Handwritten,Shawn Mendes,2015-04-14,223853,1,0.102,0.687,0.761,0.0,0.147,-4.582,0.0876,113.939,0,5,223853,0,0.0876,0.743
2509,Work,ANTI (Deluxe),Rihanna,2016-01-28,219320,1,0.0752,0.725,0.534,0.0,0.0919,-6.238,0.0946,91.974,0,10,219320,1,0.0946,0.558
2510,Wait a Minute!,ARDIPITHECUS,WILLOW,2015-01-11,196520,1,0.0371,0.764,0.705,1.94e-05,0.0943,-5.279,0.0278,101.003,0,11,196520,0,0.0278,0.672
2511,Sorry,Purpose (Deluxe),Justin Bieber,2015-11-13,200786,1,0.0797,0.654,0.76,0.0,0.299,-3.669,0.045,99.945,0,11,200787,0,0.045,0.41
2512,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,2016-05-06,236001,1,0.0123,0.666,0.83,0.0,0.191,-5.715,0.0751,113.03,0,11,236002,1,0.0751,0.702
2513,PILLOWTALK,PILLOWTALK,ZAYN,2016-08-22,203686,1,0.104,0.588,0.702,0.0,0.089,-4.271,0.0496,124.909,0,10,203686,1,0.0496,0.429
2514,Into You,Dangerous Woman,Ariana Grande,2016-05-20,244453,0,0.0162,0.623,0.734,1.75e-06,0.145,-5.948,0.107,107.853,0,5,244453,1,0.107,0.37
2515,Never Forget You,Never Forget You,MNEK,2015-07-22,213427,0,0.00312,0.583,0.732,9.86e-06,0.269,-5.728,0.0457,145.992,0,10,213428,0,0.0457,0.276
2516,Treat You Better,Illuminate,Shawn Mendes,2017-04-20,187973,1,0.106,0.444,0.819,0.0,0.107,-4.078,0.341,82.695,0,9,187973,0,0.341,0.747
2517,Cold Water (feat. Justin Bieber & MØ),Cold Water (feat. Justin Bieber & MØ),Major Lazer,2016-07-22,185351,0,0.0736,0.608,0.798,0.0,0.156,-5.092,0.0432,92.943,0,7,185352,0,0.0432,0.501
2518,This Is What You Came For (feat. Rihanna),This Is What You Came For (feat. Rihanna),Calvin Harris,2016-04-29,222160,1,0.199,0.631,0.927,0.119,0.148,-2.787,0.0332,123.962,0,5,222160,0,0.0332,0.465
2519,Wherever I Go,Oh My My (Deluxe),OneRepublic,2016-12-02,169773,1,0.0915,0.552,0.689,0.0,0.27,-6.444,0.0425,99.961,0,9,169773,0,0.0425,0.349
2520,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,2016-01-29,217706,1,0.621,0.728,0.563,0.0,0.179,-8.053,0.134,100.017,0,7,217707,0,0.134,0.352
2521,Roses,Roses,The Chainsmokers,2015-06-16,226738,1,0.0435,0.713,0.802,0.00377,0.309,-7.055,0.0561,100.001,0,8,226739,1,0.0561,0.343
2522,Shout Out to My Ex,Glory Days: The Platinum Edition,Little Mix,2017-11-24,246240,0,0.0239,0.773,0.747,8.23e-06,0.11,-4.061,0.0889,126.014,0,11,246240,1,0.0889,0.8
2523,Needed Me,ANTI (Deluxe),Rihanna,2016-01-28,191600,1,0.11,0.671,0.314,0.0,0.0825,-8.091,0.244,110.898,0,11,191600,0,0.244,0.296
2524,In the Name of Love,In the Name of Love,Martin Garrix,2016-07-29,195706,1,0.109,0.501,0.519,0.0,0.454,-5.88,0.0409,133.99,0,8,195707,0,0.0409,0.168
2525,Hymn for the Weekend,A Head Full of Dreams,Coldplay,2015-12-04,258266,1,0.211,0.491,0.693,6.92e-06,0.325,-6.487,0.0377,90.027,0,11,258267,0,0.0377,0.412
2526,"Sit Still, Look Pretty","Sit Still, Look Pretty",Daya,2016-10-07,202221,0,0.141,0.657,0.739,0.0,0.178,-4.081,0.274,181.994,0,8,202221,1,0.274,0.543
2527,Side To Side,Dangerous Woman,Ariana Grande,2016-05-20,226160,0,0.0408,0.648,0.738,0.0,0.292,-5.883,0.247,159.145,0,7,226160,0,0.247,0.603
2528,History,Made In The A.M. (Deluxe Edition),One Direction,2015-11-13,187426,1,0.0352,0.655,0.699,0.0,0.064,-4.421,0.0493,86.704,0,10,187427,1,0.0493,0.802
2529,All My Friends (feat. Tinashe & Chance the Rapper),All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,2015-10-21,229746,1,0.12,0.681,0.521,8.41e-05,0.108,-5.849,0.141,94.997,0,11,229747,1,0.141,0.181
2530,Can I Be Him,Back from the Edge,James Arthur,2016-10-28,246880,1,0.308,0.696,0.543,0.0,0.0939,-6.164,0.0489,107.969,0,10,246880,1,0.0489,0.479
2531,Starving,HAIZ,Hailee Steinfeld,2016-07-15,181880,0,0.379,0.695,0.615,0.0,0.104,-4.194,0.104,99.817,0,8,181880,1,0.104,0.532
2532,All Time Low,The Human Condition,Jon Bellion,2016-06-10,217603,1,0.0584,0.617,0.567,0.0,0.0933,-4.188,0.0828,90.246,0,11,217603,1,0.0828,0.505
2533,Work from Home (feat. Ty Dolla $ign),7/27 (Deluxe),Fifth Harmony,2016-05-27,214480,1,0.103,0.803,0.585,3.94e-06,0.0644,-5.861,0.0432,105.017,0,7,214480,1,0.0432,0.593
2534,Ophelia,Ophelia,The Lumineers,2016-02-05,160097,0,0.63,0.664,0.576,0.000198,0.0902,-6.429,0.0286,76.026,0,11,160097,1,0.0286,0.621
2535,Same Old Love,Revival (Deluxe),Selena Gomez,2015-10-09,229080,1,0.0223,0.672,0.593,0.0,0.214,-4.01,0.0304,98.02,0,10,229080,0,0.0304,0.438
2536,Hotline Bling,Views,Drake,2016-05-06,267066,0,0.00347,0.903,0.62,0.000119,0.0504,-8.094,0.0587,134.96,0,8,267067,1,0.0587,0.539
2537,Dangerous Woman,Dangerous Woman,Ariana Grande,2016-05-20,235946,0,0.0612,0.677,0.604,0.0,0.353,-5.32,0.0385,134.052,2,4,235947,1,0.0385,0.297
2538,I Took A Pill In Ibiza - Seeb Remix,"At Night, Alone.",Mike Posner,2016-05-06,197933,1,0.0353,0.664,0.714,8.42e-06,0.0843,-6.645,0.111,101.969,0,4,197933,0,0.111,0.71
2539,Let Me Love You,Encore,DJ Snake,2016-08-05,205946,1,0.0863,0.649,0.716,2.63e-05,0.135,-5.371,0.0349,99.988,0,7,205947,1,0.0349,0.163
2540,Close,Last Year Was Complicated,Nick Jonas,2016-06-10,234213,1,0.253,0.654,0.623,0.0,0.144,-5.273,0.082,123.996,0,7,234213,0,0.082,0.401
2541,This Town,This Town,Niall Horan,2016-09-29,232600,1,0.699,0.679,0.407,0.0,0.122,-7.778,0.0302,111.814,0,5,232600,1,0.0302,0.195
2542,Here,Know-It-All (Deluxe),Alessia Cara,2016-03-11,199453,1,0.0783,0.376,0.822,0.0,0.0841,-3.974,0.104,120.493,0,11,199453,1,0.104,0.327
2543,"Me, Myself & I",When It's Dark Out,G-Eazy,2015-12-04,251466,1,0.0184,0.756,0.674,0.0,0.158,-6.518,0.0959,111.995,0,11,251467,0,0.0959,0.389
2544,When We Were Young,25,Adele,2015-11-20,290900,0,0.303,0.377,0.595,0.0,0.095,-5.936,0.0489,144.464,0,11,290900,1,0.0489,0.264
2545,Don't,T R A P S O U L,Bryson Tiller,2015-10-02,198293,1,0.223,0.765,0.356,0.0,0.0963,-5.556,0.195,96.991,0,10,198293,0,0.195,0.189
2546,Good Grief,Wild World (Complete Edition),Bastille,2016-09-09,206493,1,0.147,0.73,0.758,0.0,0.311,-4.888,0.0653,120.041,0,7,206493,1,0.0653,0.877
2547,Say It,I Told You,Tory Lanez,2016-08-19,237786,1,0.0862,0.546,0.529,6.5e-06,0.124,-10.511,0.0583,107.331,0,10,237787,0,0.0583,0.247
2548,Don't Let Me Down,Don't Let Me Down,The Chainsmokers,2016-02-05,208373,1,0.157,0.532,0.869,0.00508,0.136,-5.094,0.172,159.803,0,10,208373,1,0.172,0.422
2549,Dangerously,Nine Track Mind,Charlie Puth,2016-01-29,199133,1,0.364,0.696,0.517,0.0,0.197,-8.379,0.0366,112.291,2,8,199133,0,0.0366,0.23
2550,Perfect Strangers,Perfect Strangers,Jonas Blue,2016-06-03,196613,0,0.372,0.742,0.819,0.0,0.277,-5.307,0.0487,117.986,0,7,196613,1,0.0487,0.709
2551,Too Good,Views,Drake,2016-05-06,263373,1,0.0489,0.794,0.653,4.88e-05,0.1,-7.839,0.104,117.996,0,4,263373,1,0.104,0.397
2552,Hide Away,"Sit Still, Look Pretty",Daya,2016-10-07,192376,0,0.225,0.885,0.801,1.65e-06,0.0733,-4.716,0.0882,95.011,0,10,192376,0,0.0882,0.466
2553,Send My Love (To Your New Lover),25,Adele,2015-11-20,223078,0,0.0356,0.688,0.532,3.08e-06,0.172,-8.361,0.0875,164.068,0,7,223079,0,0.0875,0.565
2554,Cake By The Ocean,DNCE,DNCE,2016-11-18,219146,1,0.152,0.774,0.753,0.0,0.0371,-5.446,0.0517,119.002,0,8,219147,0,0.0517,0.896
2555,My House,My House,Flo Rida,2015-04-07,192190,1,0.0215,0.688,0.702,0.0,0.128,-4.792,0.0499,94.006,0,4,192191,0,0.0499,0.74
2556,No Money,No Money,Galantis,2016-04-01,189126,1,0.0282,0.671,0.916,0.00762,0.24,-4.014,0.0397,126.01,0,7,189127,0,0.0397,0.803
2557,Ride,Blurryface,Twenty One Pilots,2015-05-15,214506,1,0.00835,0.645,0.713,0.0,0.113,-5.355,0.0393,74.989,0,7,214507,1,0.0393,0.566
2558,Tears (feat. Louisa Johnson),Tears (feat. Louisa Johnson),Clean Bandit,2016-05-27,225914,1,0.0431,0.605,0.77,0.0,0.159,-3.645,0.0446,130.037,0,11,225915,0,0.0446,0.298
2559,Middle,Encore,DJ Snake,2016-08-05,220573,0,0.0199,0.611,0.7,0.0,0.0549,-5.331,0.0436,104.981,0,5,220573,1,0.0436,0.213
2560,Never Be Like You,Skin,Flume,2016-05-27,233337,0,0.441,0.443,0.558,0.0,0.163,-5.436,0.0624,116.838,0,11,233337,1,0.0624,0.248
2561,Hands To Myself,Revival (Deluxe),Selena Gomez,2015-10-09,200680,1,0.0147,0.811,0.499,2.44e-06,0.342,-7.161,0.118,111.016,0,11,200680,0,0.118,0.466
2562,Sex,Sex,Cheat Codes,2016-02-05,228361,0,0.00451,0.51,0.692,0.0,0.138,-5.825,0.171,102.42,0,11,228361,1,0.171,0.209
2563,NO,Thank You (Deluxe Version),Meghan Trainor,2017-05-12,213506,1,0.0124,0.557,0.803,1.61e-06,0.737,-3.599,0.213,92.134,0,7,213507,0,0.213,0.657
2564,"i hate u, i love u (feat. olivia o'brien)",us,Garrett Nash,2016-03-25,251033,1,0.687,0.492,0.275,0.0,0.101,-13.4,0.3,92.6,0,7,251034,0,0.3,0.18
2565,Sorry,Lemonade,Beyoncé,2016-04-23,232560,1,0.00175,0.775,0.598,4.44e-06,0.253,-7.274,0.0535,129.988,0,8,232560,1,0.0535,0.356
2566,You & Me,You & Me,Marc E. Bassy,2016-05-06,218480,0,0.0362,0.687,0.645,0.0,0.201,-8.38,0.19,84.925,0,7,218480,1,0.19,0.619
2567,Just Hold On,Just Hold On,Steve Aoki,2016-12-10,198774,1,0.00383,0.647,0.932,1.5e-06,0.0574,-3.515,0.0824,114.991,0,10,198774,1,0.0824,0.374
2568,Somebody Else,"I like it when you sleep, for you are so beautiful yet so unaware of it",The 1975,2016-02-26,347525,1,0.204,0.618,0.793,0.0154,0.126,-5.711,0.0601,101.015,0,11,347526,1,0.0601,0.459
2569,Hotter Than Hell,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,187957,1,0.011,0.532,0.868,0.0,0.0584,-4.23,0.0908,110.127,0,11,187958,0,0.0908,0.529
2570,Exchange,T R A P S O U L,Bryson Tiller,2015-10-02,194613,1,0.107,0.525,0.433,0.0,0.135,-10.598,0.185,160.108,0,7,194613,1,0.185,0.276
2571,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),This One's for You (feat. Zara Larsson) [Official Song UEFA EURO 2016],David Guetta,2016-05-13,207272,1,0.0022,0.367,0.915,5.81e-05,0.0905,-3.456,0.0488,110.169,0,5,207273,0,0.0488,0.365
2572,All In My Head (Flex) (feat. Fetty Wap),7/27 (Deluxe),Fifth Harmony,2016-05-27,210573,1,0.023,0.689,0.791,0.0,0.0526,-5.194,0.053,95.04,0,11,210573,0,0.053,0.755
2573,Controlla,Views,Drake,2016-05-06,245226,1,0.0789,0.59,0.468,0.0,0.101,-11.083,0.185,92.287,0,9,245227,0,0.185,0.349
2574,When You Love Someone,First Impressions,James TW,2016-04-15,216373,0,0.256,0.68,0.446,0.0,0.0515,-6.039,0.0281,125.863,0,4,216373,1,0.0281,0.339
2575,Fresh Eyes,Fresh Eyes,Andy Grammer,2016-12-09,198001,0,0.548,0.828,0.56,3.66e-05,0.15,-6.685,0.0327,122.054,0,11,198001,1,0.0327,0.872
2576,One Call Away,Nine Track Mind,Charlie Puth,2016-01-29,194453,1,0.403,0.667,0.613,0.0,0.115,-5.353,0.0344,91.024,0,7,194453,1,0.0344,0.47
2577,Pink + White,Blonde,Frank Ocean,2016-08-20,184516,1,0.67,0.544,0.552,4.57e-05,0.415,-7.45,0.0991,159.738,2,5,184516,1,0.0991,0.554
2578,History,Olivia,Olivia Holt,2016-07-15,203992,1,0.0997,0.767,0.631,0.0,0.119,-6.762,0.0541,100.968,0,7,203992,1,0.0541,0.541
